REGIONID,PRODUCTGROUP,PRODUCT,ITEM,YEARWEEK,YEAR,WEEK,QTY,HOLIDAY,HCLUS,PROMOTION,PRO_PERCENT
A01,PG04,P10,ITEM193,201533,2015,33,9,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201534,2015,34,2,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201535,2015,35,11,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201536,2015,36,4,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201537,2015,37,14,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201538,2015,38,9,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201539,2015,39,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201540,2015,40,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201541,2015,41,4,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201542,2015,42,5,Y,2,Y,0.117480871
A01,PG04,P10,ITEM193,201543,2015,43,6,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201544,2015,44,10,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201545,2015,45,8,Y,0,Y,0.311889347
A01,PG04,P10,ITEM193,201546,2015,46,12,Y,0,Y,0.311889347
A01,PG04,P10,ITEM193,201547,2015,47,5,Y,0,Y,0.311889347
A01,PG04,P10,ITEM193,201548,2015,48,8,Y,0,Y,0.311889347
A01,PG04,P10,ITEM193,201549,2015,49,8,Y,0,Y,0.311889347
A01,PG04,P10,ITEM193,201550,2015,50,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201551,2015,51,3,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201552,2015,52,4,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201553,2015,53,7,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201601,2016,1,9,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201602,2016,2,6,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201603,2016,3,5,Y,2,Y,0.117480871
A01,PG04,P10,ITEM193,201604,2016,4,3,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201605,2016,5,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201606,2016,6,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201607,2016,7,8,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201608,2016,8,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201609,2016,9,6,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201610,2016,10,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201611,2016,11,6,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201612,2016,12,3,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201613,2016,13,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201614,2016,14,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201615,2016,15,6,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201616,2016,16,8,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201617,2016,17,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201618,2016,18,8,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201620,2016,20,11,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201621,2016,21,18,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201622,2016,22,19,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201623,2016,23,8,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201624,2016,24,7,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201625,2016,25,15,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201626,2016,26,20,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201627,2016,27,21,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201628,2016,28,25,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201629,2016,29,4,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201630,2016,30,14,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201631,2016,31,4,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201632,2016,32,10,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201633,2016,33,8,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201634,2016,34,13,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201635,2016,35,21,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201636,2016,36,24,Y,1,Y,0.235609182
A01,PG04,P10,ITEM193,201637,2016,37,20,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201638,2016,38,11,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201639,2016,39,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201640,2016,40,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201641,2016,41,11,Y,2,Y,0.117480871
A01,PG04,P10,ITEM193,201642,2016,42,12,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201643,2016,43,1,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201644,2016,44,37,Y,0,Y,0.353207769
A01,PG04,P10,ITEM193,201645,2016,45,36,Y,0,Y,0.353207769
A01,PG04,P10,ITEM193,201646,2016,46,38,Y,0,Y,0.353207769
A01,PG04,P10,ITEM193,201647,2016,47,52,Y,0,Y,0.353207769
A01,PG04,P10,ITEM193,201648,2016,48,42,Y,0,Y,0.353207769
A01,PG04,P10,ITEM193,201649,2016,49,1,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201650,2016,50,4,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201651,2016,51,1,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201652,2016,52,3,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201701,2017,1,4,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201702,2017,2,2,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201703,2017,3,2,Y,2,Y,0.117480871
A01,PG04,P10,ITEM193,201704,2017,4,4,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201705,2017,5,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201706,2017,6,5,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201707,2017,7,13,N,4,Y,0.176809888
A01,PG04,P10,ITEM193,201708,2017,8,15,Y,1,Y,0.176809888
A01,PG04,P10,ITEM193,201709,2017,9,8,N,4,Y,0.176809888
A01,PG04,P10,ITEM193,201710,2017,10,8,N,4,Y,0.176809888
A01,PG04,P10,ITEM193,201711,2017,11,9,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201712,2017,12,8,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201713,2017,13,14,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201714,2017,14,15,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201715,2017,15,12,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201716,2017,16,13,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201717,2017,17,7,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201718,2017,18,13,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201719,2017,19,3,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201720,2017,20,18,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201721,2017,21,58,Y,1,Y,0.353207769
A01,PG04,P10,ITEM193,201722,2017,22,50,Y,1,Y,0.353207769
A01,PG04,P10,ITEM193,201723,2017,23,27,N,4,Y,0.353207769
A01,PG04,P10,ITEM193,201724,2017,24,3,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201725,2017,25,55,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201726,2017,26,87,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201727,2017,27,105,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201728,2017,28,68,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201729,2017,29,6,Y,1,Y,0.117480871
A01,PG04,P10,ITEM193,201730,2017,30,16,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201731,2017,31,13,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201732,2017,32,15,N,4,Y,0.235609182
A01,PG04,P10,ITEM193,201733,2017,33,6,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201734,2017,34,79,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201735,2017,35,214,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201736,2017,36,180,Y,1,Y,0.412007063
A01,PG04,P10,ITEM193,201737,2017,37,98,N,4,Y,0.412007063
A01,PG04,P10,ITEM193,201738,2017,38,21,N,4,Y,0.117480871
A01,PG04,P10,ITEM193,201739,2017,39,9,N,4,Y,0.353207769
A01,PG04,P10,ITEM193,201740,2017,40,23,N,4,Y,0.353207769
A01,PG04,P10,ITEM193,201741,2017,41,37,Y,2,Y,0.353207769
A01,PG04,P10,ITEM194,201501,2015,1,1,Y,1,N,0
A01,PG04,P10,ITEM195,201501,2015,1,2,Y,1,N,0
A01,PG04,P10,ITEM195,201503,2015,3,1,N,4,N,0
A01,PG04,P10,ITEM195,201504,2015,4,1,Y,2,N,0
A01,PG04,P10,ITEM196,201501,2015,1,1,Y,1,N,0
A01,PG04,P10,ITEM197,201614,2016,14,1,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201615,2016,15,2,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201616,2016,16,6,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201617,2016,17,2,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201618,2016,18,1,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201619,2016,19,1,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201620,2016,20,6,Y,1,Y,0.28582996
A01,PG04,P10,ITEM197,201621,2016,21,9,Y,1,Y,0.28582996
A01,PG04,P10,ITEM197,201622,2016,22,9,Y,1,Y,0.28582996
A01,PG04,P10,ITEM197,201623,2016,23,2,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201624,2016,24,1,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201625,2016,25,10,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201626,2016,26,12,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201627,2016,27,10,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201628,2016,28,13,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201629,2016,29,4,Y,1,Y,0.190450107
A01,PG04,P10,ITEM197,201630,2016,30,2,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201631,2016,31,11,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201632,2016,32,4,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201633,2016,33,2,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201634,2016,34,12,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201635,2016,35,13,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201636,2016,36,10,Y,1,Y,0.309621338
A01,PG04,P10,ITEM197,201637,2016,37,6,N,4,Y,0.309621338
A01,PG04,P10,ITEM197,201638,2016,38,2,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201639,2016,39,3,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201640,2016,40,6,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201641,2016,41,5,Y,2,Y,0.238247202
A01,PG04,P10,ITEM197,201642,2016,42,2,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201644,2016,44,8,Y,0,Y,0.357204096
A01,PG04,P10,ITEM197,201645,2016,45,21,Y,0,Y,0.357204096
A01,PG04,P10,ITEM197,201646,2016,46,21,Y,0,Y,0.357204096
A01,PG04,P10,ITEM197,201647,2016,47,38,Y,0,Y,0.357204096
A01,PG04,P10,ITEM197,201648,2016,48,17,Y,0,Y,0.357204096
A01,PG04,P10,ITEM197,201650,2016,50,2,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201651,2016,51,2,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201652,2016,52,2,Y,1,Y,0.238247202
A01,PG04,P10,ITEM197,201701,2017,1,3,Y,1,Y,0.238247202
A01,PG04,P10,ITEM197,201702,2017,2,4,N,4,Y,0.262038581
A01,PG04,P10,ITEM197,201703,2017,3,3,Y,2,Y,0.262038581
A01,PG04,P10,ITEM197,201704,2017,4,4,N,4,Y,0.262038581
A01,PG04,P10,ITEM197,201705,2017,5,1,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201706,2017,6,2,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201707,2017,7,5,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201708,2017,8,3,Y,1,Y,0.28582996
A01,PG04,P10,ITEM197,201709,2017,9,8,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201710,2017,10,5,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201711,2017,11,6,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201712,2017,12,6,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201713,2017,13,11,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201714,2017,14,10,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201715,2017,15,8,N,4,Y,0.28582996
A01,PG04,P10,ITEM197,201716,2017,16,4,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201717,2017,17,4,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201718,2017,18,4,N,4,Y,0.238247202
A01,PG04,P10,ITEM197,201719,2017,19,5,N,4,Y,0.333412717
A01,PG04,P10,ITEM197,201720,2017,20,11,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201721,2017,21,7,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201722,2017,22,9,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201723,2017,23,10,N,4,Y,0.333412717
A01,PG04,P10,ITEM197,201725,2017,25,10,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201726,2017,26,15,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201727,2017,27,15,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201728,2017,28,12,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201729,2017,29,11,Y,1,Y,0.190450107
A01,PG04,P10,ITEM197,201730,2017,30,8,N,4,Y,0.262038581
A01,PG04,P10,ITEM197,201732,2017,32,7,N,4,Y,0.262038581
A01,PG04,P10,ITEM197,201733,2017,33,9,N,4,Y,0.333412717
A01,PG04,P10,ITEM197,201734,2017,34,7,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201735,2017,35,14,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201736,2017,36,13,Y,1,Y,0.333412717
A01,PG04,P10,ITEM197,201737,2017,37,1,N,4,Y,0.333412717
A01,PG04,P10,ITEM197,201738,2017,38,1,N,4,Y,0.190450107
A01,PG04,P10,ITEM197,201739,2017,39,3,N,4,Y,0.262038581
A01,PG04,P10,ITEM197,201740,2017,40,1,N,4,Y,0.262038581
A01,PG04,P10,ITEM197,201741,2017,41,3,Y,2,Y,0.262038581
A01,PG04,P10,ITEM198,201614,2016,14,3,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201615,2016,15,7,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201616,2016,16,7,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201617,2016,17,8,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201618,2016,18,3,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201619,2016,19,4,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201620,2016,20,22,Y,1,Y,0.275093773
A01,PG04,P10,ITEM198,201621,2016,21,22,Y,1,Y,0.275093773
A01,PG04,P10,ITEM198,201622,2016,22,22,Y,1,Y,0.275093773
A01,PG04,P10,ITEM198,201623,2016,23,20,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201624,2016,24,2,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201625,2016,25,35,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201626,2016,26,38,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201627,2016,27,42,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201628,2016,28,31,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201629,2016,29,6,Y,1,Y,0.174943736
A01,PG04,P10,ITEM198,201630,2016,30,11,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201631,2016,31,12,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201632,2016,32,12,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201633,2016,33,9,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201634,2016,34,26,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201635,2016,35,37,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201636,2016,36,45,Y,1,Y,0.300075019
A01,PG04,P10,ITEM198,201637,2016,37,30,N,4,Y,0.300075019
A01,PG04,P10,ITEM198,201638,2016,38,7,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201639,2016,39,19,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201640,2016,40,16,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201641,2016,41,13,Y,2,Y,0.225131283
A01,PG04,P10,ITEM198,201642,2016,42,13,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201643,2016,43,2,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201644,2016,44,62,Y,0,Y,0.350037509
A01,PG04,P10,ITEM198,201645,2016,45,52,Y,0,Y,0.350037509
A01,PG04,P10,ITEM198,201646,2016,46,68,Y,0,Y,0.350037509
A01,PG04,P10,ITEM198,201647,2016,47,102,Y,0,Y,0.350037509
A01,PG04,P10,ITEM198,201648,2016,48,70,Y,0,Y,0.350037509
A01,PG04,P10,ITEM198,201649,2016,49,6,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201650,2016,50,5,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201651,2016,51,10,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201652,2016,52,12,Y,1,Y,0.225131283
A01,PG04,P10,ITEM198,201701,2017,1,7,Y,1,Y,0.225131283
A01,PG04,P10,ITEM198,201702,2017,2,13,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201703,2017,3,11,Y,2,Y,0.250112528
A01,PG04,P10,ITEM198,201704,2017,4,19,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201705,2017,5,5,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201706,2017,6,20,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201707,2017,7,28,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201708,2017,8,14,Y,1,Y,0.275093773
A01,PG04,P10,ITEM198,201709,2017,9,35,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201710,2017,10,21,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201711,2017,11,28,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201712,2017,12,32,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201713,2017,13,26,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201714,2017,14,29,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201715,2017,15,22,N,4,Y,0.275093773
A01,PG04,P10,ITEM198,201716,2017,16,15,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201717,2017,17,28,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201718,2017,18,15,N,4,Y,0.225131283
A01,PG04,P10,ITEM198,201719,2017,19,27,N,4,Y,0.325056264
A01,PG04,P10,ITEM198,201720,2017,20,40,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201721,2017,21,46,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201722,2017,22,51,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201723,2017,23,30,N,4,Y,0.325056264
A01,PG04,P10,ITEM198,201724,2017,24,7,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201725,2017,25,33,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201726,2017,26,49,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201727,2017,27,47,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201728,2017,28,35,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201729,2017,29,25,Y,1,Y,0.174943736
A01,PG04,P10,ITEM198,201730,2017,30,18,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201731,2017,31,13,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201732,2017,32,14,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201733,2017,33,26,N,4,Y,0.325056264
A01,PG04,P10,ITEM198,201734,2017,34,31,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201735,2017,35,38,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201736,2017,36,48,Y,1,Y,0.325056264
A01,PG04,P10,ITEM198,201737,2017,37,21,N,4,Y,0.325056264
A01,PG04,P10,ITEM198,201738,2017,38,5,N,4,Y,0.174943736
A01,PG04,P10,ITEM198,201739,2017,39,15,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201740,2017,40,17,N,4,Y,0.250112528
A01,PG04,P10,ITEM198,201741,2017,41,11,Y,2,Y,0.250112528
A01,PG04,P10,ITEM199,201615,2016,15,2,N,4,N,0
A01,PG04,P10,ITEM199,201617,2016,17,1,N,4,N,0
A01,PG04,P10,ITEM199,201618,2016,18,5,N,4,N,0
A01,PG04,P10,ITEM199,201619,2016,19,7,N,4,Y,0.166761127
A01,PG04,P10,ITEM199,201620,2016,20,7,Y,1,Y,0.166761127
A01,PG04,P10,ITEM199,201621,2016,21,7,Y,1,Y,0.166761127
A01,PG04,P10,ITEM199,201622,2016,22,9,Y,1,Y,0.166761127
A01,PG04,P10,ITEM199,201623,2016,23,26,N,4,Y,0.166761127
A01,PG04,P10,ITEM199,201624,2016,24,2,N,4,Y,0.250025004
A01,PG04,P10,ITEM199,201625,2016,25,8,Y,1,Y,0.250025004
A01,PG04,P10,ITEM199,201626,2016,26,20,Y,1,Y,0.250025004
A01,PG04,P10,ITEM199,201627,2016,27,18,Y,1,Y,0.250025004
A01,PG04,P10,ITEM199,201628,2016,28,13,Y,1,Y,0.250025004
A01,PG04,P10,ITEM199,201629,2016,29,8,Y,1,Y,0.166761127
A01,PG04,P10,ITEM199,201630,2016,30,11,N,4,Y,0.166761127
A01,PG04,P10,ITEM199,201631,2016,31,13,N,4,Y,0.166761127
A01,PG04,P10,ITEM199,201632,2016,32,11,N,4,Y,0.166761127
A01,PG04,P10,ITEM199,201633,2016,33,11,N,4,Y,0.250025004
A01,PG04,P10,ITEM199,201634,2016,34,13,Y,1,Y,0.250025004
A01,PG04,P10,ITEM199,201635,2016,35,28,Y,1,Y,0.333438906
A01,PG04,P10,ITEM199,201636,2016,36,37,Y,1,Y,0.333438906
A01,PG04,P10,ITEM199,201637,2016,37,24,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201638,2016,38,19,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201639,2016,39,19,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201640,2016,40,18,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201641,2016,41,14,Y,2,Y,0.333438906
A01,PG04,P10,ITEM199,201642,2016,42,19,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201643,2016,43,8,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201644,2016,44,25,Y,0,Y,0.333438906
A01,PG04,P10,ITEM199,201645,2016,45,19,Y,0,Y,0.333438906
A01,PG04,P10,ITEM199,201646,2016,46,31,Y,0,Y,0.333438906
A01,PG04,P10,ITEM199,201647,2016,47,56,Y,0,Y,0.333438906
A01,PG04,P10,ITEM199,201648,2016,48,32,Y,0,Y,0.333438906
A01,PG04,P10,ITEM199,201649,2016,49,16,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201650,2016,50,16,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201651,2016,51,21,N,4,Y,0.416702784
A01,PG04,P10,ITEM199,201652,2016,52,31,Y,1,Y,0.416702784
A01,PG04,P10,ITEM199,201701,2017,1,21,Y,1,Y,0.416702784
A01,PG04,P10,ITEM199,201702,2017,2,26,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201703,2017,3,34,Y,2,Y,0.383397233
A01,PG04,P10,ITEM199,201704,2017,4,30,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201705,2017,5,26,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201706,2017,6,36,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201707,2017,7,22,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201708,2017,8,32,Y,1,Y,0.383397233
A01,PG04,P10,ITEM199,201709,2017,9,47,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201710,2017,10,80,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201711,2017,11,68,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201712,2017,12,47,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201713,2017,13,65,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201714,2017,14,32,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201715,2017,15,39,N,4,Y,0.383397233
A01,PG04,P10,ITEM199,201716,2017,16,34,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201717,2017,17,11,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201718,2017,18,9,N,4,Y,0.333438906
A01,PG04,P10,ITEM199,201719,2017,19,3,N,4,Y,0.416702784
A01,PG04,P10,ITEM200,201615,2016,15,5,N,4,N,0
A01,PG04,P10,ITEM200,201616,2016,16,3,N,4,N,0
A01,PG04,P10,ITEM200,201617,2016,17,4,N,4,N,0
A01,PG04,P10,ITEM200,201618,2016,18,9,N,4,N,0
A01,PG04,P10,ITEM200,201619,2016,19,4,N,4,Y,0.155250905
A01,PG04,P10,ITEM200,201620,2016,20,10,Y,1,Y,0.155250905
A01,PG04,P10,ITEM200,201621,2016,21,13,Y,1,Y,0.155250905
A01,PG04,P10,ITEM200,201622,2016,22,17,Y,1,Y,0.155250905
A01,PG04,P10,ITEM200,201623,2016,23,12,N,4,Y,0.155250905
A01,PG04,P10,ITEM200,201624,2016,24,9,N,4,Y,0.241386446
A01,PG04,P10,ITEM200,201625,2016,25,17,Y,1,Y,0.241386446
A01,PG04,P10,ITEM200,201626,2016,26,24,Y,1,Y,0.241386446
A01,PG04,P10,ITEM200,201627,2016,27,17,Y,1,Y,0.241386446
A01,PG04,P10,ITEM200,201628,2016,28,13,Y,1,Y,0.241386446
A01,PG04,P10,ITEM200,201629,2016,29,12,Y,1,Y,0.155250905
A01,PG04,P10,ITEM200,201630,2016,30,11,N,4,Y,0.155250905
A01,PG04,P10,ITEM200,201631,2016,31,6,N,4,Y,0.155250905
A01,PG04,P10,ITEM200,201632,2016,32,11,N,4,Y,0.155250905
A01,PG04,P10,ITEM200,201633,2016,33,14,N,4,Y,0.241386446
A01,PG04,P10,ITEM200,201634,2016,34,21,Y,1,Y,0.241386446
A01,PG04,P10,ITEM200,201635,2016,35,48,Y,1,Y,0.327677186
A01,PG04,P10,ITEM200,201636,2016,36,34,Y,1,Y,0.327677186
A01,PG04,P10,ITEM200,201637,2016,37,27,N,4,Y,0.327677186
A01,PG04,P10,ITEM200,201638,2016,38,17,N,4,Y,0.327677186
